ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
12.01.2020,07.01.2020,19,10.01.2020,7,04300624,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,23,08.01.2020,13,02100102,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,19,08.01.2020,6,01100102,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,19,08.01.2020,8,03400827,2100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,16,08.01.2020,19,03601139,1107,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,5,07.01.2020,16,09100304,674,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,8,07.01.2020,17,02500729,299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,15,08.01.2020,14,02200211,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,7,07.01.2020,12,06300633,498,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,5,07.01.2020,13,11100205,650,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,9,07.01.2020,19,04200310,549,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,18,07.01.2020,20,04300415,370,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,8,07.01.2020,17,01200517,880,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,8,07.01.2020,15,04501153,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,8,07.01.2020,18,02500834,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,8,07.01.2020,18,02100102,3430,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,15,07.01.2020,16,11200410,268,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,8,07.01.2020,22,04300623,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,11,07.01.2020,13,06200314,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
13.01.2020,07.01.2020,10,07.01.2020,14,06100207,566,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,22,08.01.2020,11,02400624,474,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,12,07.01.2020,19,02400623,780,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,9,07.01.2020,20,11401137,674,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,11,07.01.2020,22,11401137,534,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,15,07.01.2020,18,03601347,971,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,14,07.01.2020,15,03601452,1444,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,15,07.01.2020,15,03400830,399,Nein,Kinderfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.01.2020,07.01.2020,11,07.01.2020,16,04300622,925,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,8,07.01.2020,17,11501341,1060,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
07.01.2020,07.01.2020,13,07.01.2020,14,11501341,250,Nein,diverse Fahrräder,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
07.01.2020,07.01.2020,8,07.01.2020,17,04501153,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,07.01.2020,17,08.01.2020,10,04501042,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.11.2020,08.01.2020,9,08.01.2020,12,03601141,0,Ja,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
16.01.2020,08.01.2020,17,08.01.2020,18,01100310,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,7,08.01.2020,14,06400838,1049,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.01.2020,08.01.2020,15,09.01.2020,17,01200519,100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,08.01.2020,23,10.01.2020,22,04300623,1203,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15.01.2020,08.01.2020,8,10.01.2020,20,02300316,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2020,08.01.2020,2,08.01.2020,2,01200520,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,08.01.2020,7,08.01.2020,15,09501940,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2020,08.01.2020,15,10.01.2020,5,09401431,319,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,08.01.2020,9,08.01.2020,19,12400618,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2020,08.01.2020,7,08.01.2020,18,01400942,773,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,18,08.01.2020,19,11300725,1399,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
10.01.2020,08.01.2020,23,09.01.2020,18,04400835,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2020,08.01.2020,21,09.01.2020,8,08100313,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2020,08.01.2020,20,09.01.2020,8,09100101,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2020,08.01.2020,18,09.01.2020,9,02500833,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2020,08.01.2020,17,09.01.2020,10,04300416,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,08.01.2020,20,09.01.2020,10,02300314,1070,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.01.2020,08.01.2020,20,09.01.2020,18,03701555,438,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.02.2020,08.01.2020,23,09.01.2020,16,01300732,499,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
16.01.2020,08.01.2020,18,09.01.2020,8,03601244,699,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
14.01.2020,08.01.2020,6,09.01.2020,14,12400618,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,16,08.01.2020,17,11200410,199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,9,08.01.2020,21,04501042,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,9,08.01.2020,21,06300526,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,14,08.01.2020,18,09100202,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,22,08.01.2020,23,09100408,1470,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,10,08.01.2020,10,11300722,2499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,6,08.01.2020,15,09200715,785,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,12,08.01.2020,13,01100206,1562,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,8,08.01.2020,17,09100101,300,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
08.01.2020,08.01.2020,7,08.01.2020,14,12100103,449,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,17,08.01.2020,18,02500834,1299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,8,08.01.2020,18,01200628,2330,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,14,08.01.2020,16,09100101,100,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
12.01.2020,08.01.2020,15,09.01.2020,7,03400723,400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,8,08.01.2020,17,07300516,1800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,11,08.01.2020,13,07100205,220,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,6,08.01.2020,17,07300619,950,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,8,08.01.2020,19,02500835,333,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,8,08.01.2020,17,12400723,988,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,10,08.01.2020,12,09501940,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,10,08.01.2020,14,01100308,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,7,08.01.2020,19,06200313,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,08.01.2020,19,09.01.2020,7,03701555,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,18,08.01.2020,19,05200633,460,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,18,08.01.2020,18,01200521,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2020,08.01.2020,10,08.01.2020,10,10100207,100,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,16,09.01.2020,7,03601244,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,16,09.01.2020,7,03601244,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,17,09.01.2020,9,03701555,1040,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,22,09.01.2020,7,03601142,950,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,19,09.01.2020,9,06100102,2000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,10,09.01.2020,17,11300616,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,8,09.01.2020,14,12500824,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,21,09.01.2020,7,03601245,1199,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,19,09.01.2020,7,02200211,2920,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,22,09.01.2020,12,08100419,800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,08.01.2020,15,09.01.2020,10,08100313,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,08.01.2020,16,09.01.2020,8,12500824,360,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,08.01.2020,21,09.01.2020,9,03601245,600,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.01.2020,08.01.2020,18,09.01.2020,7,02200211,760,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,5,09.01.2020,13,03400725,545,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,17,09.01.2020,21,03701660,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,8,09.01.2020,18,09200818,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,9,09.01.2020,11,08100105,1596,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,17,09.01.2020,17,02300315,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,10,09.01.2020,12,09501939,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,12,09.01.2020,18,09502042,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.01.2020,09.01.2020,0,10.01.2020,10,02200211,1118,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
09.01.2020,09.01.2020,0,09.01.2020,0,01200519,1,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,0,09.01.2020,0,01200519,1,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2021,09.01.2020,10,09.01.2020,20,04300624,700,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.01.2020,09.01.2020,10,09.01.2020,21,03601139,100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,09.01.2020,18,09.01.2020,19,03701556,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,09.01.2020,18,09.01.2020,19,03701556,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15.01.2020,09.01.2020,19,11.01.2020,9,05100208,470,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
11.01.2020,09.01.2020,9,09.01.2020,15,02100101,130,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,09.01.2020,19,10.01.2020,14,09401534,3300,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
10.01.2020,09.01.2020,8,09.01.2020,13,02400623,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2020,09.01.2020,12,09.01.2020,23,12601032,160,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,09.01.2020,21,10.01.2020,8,08100103,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,9,09.01.2020,17,09100101,1292,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,13,09.01.2020,14,11400927,4270,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,11,09.01.2020,13,06100206,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,19,09.01.2020,20,01100310,400,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2020,09.01.2020,13,09.01.2020,15,03701555,998,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,09.01.2020,17,10.01.2020,8,02200210,629,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2020,09.01.2020,9,09.01.2020,9,08200727,1,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,09.01.2020,6,10.01.2020,21,01300733,884,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,09.01.2020,17,11.01.2020,12,08100312,333,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2020,09.01.2020,20,10.01.2020,8,01200519,1455,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,09.01.2020,16,10.01.2020,7,03500932,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern
12.01.2020,09.01.2020,18,11.01.2020,7,03400721,1500,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
10.01.2020,09.01.2020,21,10.01.2020,7,05100105,687,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2020,09.01.2020,16,09.01.2020,16,02400625,500,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
10.01.2020,09.01.2020,22,10.01.2020,11,05100105,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.01.2020,09.01.2020,18,10.01.2020,7,10400940,455,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2020,09.01.2020,22,10.01.2020,8,03701659,7200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,10.01.2020,6,10.01.2020,23,09100101,1870,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2020,10.01.2020,13,12.01.2020,11,06100102,620,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2020,10.01.2020,14,12.01.2020,11,12500824,890,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,10.01.2020,16,10.01.2020,19,02400624,100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,10.01.2020,16,10.01.2020,19,09100408,259,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,10.01.2020,17,11.01.2020,1,03601451,1219,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,10.01.2020,17,10.01.2020,23,11300826,463,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
16.01.2020,10.01.2020,17,13.01.2020,6,03400723,904,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15.01.2020,10.01.2020,20,13.01.2020,5,01100101,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2020,10.01.2020,14,13.01.2020,7,12400721,498,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,10.01.2020,12,13.01.2020,12,03400827,500,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
13.01.2020,10.01.2020,9,13.01.2020,7,03701556,388,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,10.01.2020,15,11.01.2020,13,03701556,777,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,10.01.2020,20,11.01.2020,10,07200409,320,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,10.01.2020,9,11.01.2020,5,07501031,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,10.01.2020,22,13.01.2020,10,04501040,500,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
13.01.2020,10.01.2020,19,13.01.2020,11,08100312,1878,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
12.01.2020,10.01.2020,9,10.01.2020,9,02200211,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15.01.2020,10.01.2020,8,11.01.2020,14,03701554,430,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
24.01.2020,10.01.2020,14,13.01.2020,10,01100309,270,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
16.01.2020,10.01.2020,19,11.01.2020,8,03501038,400,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
18.01.2020,10.01.2020,20,13.01.2020,14,08100209,1600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
15.01.2020,10.01.2020,15,10.01.2020,18,01300834,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
24.01.2020,10.01.2020,20,11.01.2020,13,01100309,2648,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,10.01.2020,17,11.01.2020,10,04501045,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2020,10.01.2020,20,11.01.2020,8,02200209,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.02.2020,10.01.2020,8,11.01.2020,12,04501045,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,10.01.2020,22,12.01.2020,16,08100206,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,10.01.2020,4,12.01.2020,23,07200413,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.02.2020,10.01.2020,8,11.01.2020,12,04501045,390,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,10.01.2020,20,12.01.2020,8,03400827,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,10.01.2020,23,12.01.2020,14,01100309,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17.01.2020,10.01.2020,12,12.01.2020,17,04501045,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2020,10.01.2020,17,10.01.2020,18,05100210,599,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2020,10.01.2020,23,11.01.2020,0,01100415,2650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2020,10.01.2020,7,10.01.2020,17,05200629,2100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
24.01.2020,10.01.2020,21,11.01.2020,9,01300836,200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.01.2020,10.01.2020,22,11.01.2020,14,07300618,649,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
